route_id,service_id,trip_id,trip_headsign,trip_short_name,shape_id,direction_id,wheelchair_accessible,bikes_allowed
L1,L1NavJueves305,VUELTAL1NavJueves305_5,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_6,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_6,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_7,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_7,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_8,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_8,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_9,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_9,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_10,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_10,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_11,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_11,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_12,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_12,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_13,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_13,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_14,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_14,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_15,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_15,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_16,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_16,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_17,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_17,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_18,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_18,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_19,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_19,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_20,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_20,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_21,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_21,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_22,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_22,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_23,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_23,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_24,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_24,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_25,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_25,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_26,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_26,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_27,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_27,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_28,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_28,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_29,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_29,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_30,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_30,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_31,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_31,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_32,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_32,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_33,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_33,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_34,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_34,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_35,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_35,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_36,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_36,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_37,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_37,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_38,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_38,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_39,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_39,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_40,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_40,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_41,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_41,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_42,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_42,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_43,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_43,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_44,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_44,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_45,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_45,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_46,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_46,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_47,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_48,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_47,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_49,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_48,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_50,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_49,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_51,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_50,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_52,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_51,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_53,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_52,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_54,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_53,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_55,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_54,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_56,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_55,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_57,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_56,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_58,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_57,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_59,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_58,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_60,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_59,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_61,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_60,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_62,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_61,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_63,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_62,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_64,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_63,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_65,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_64,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_66,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_67,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_65,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_68,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_66,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_69,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_67,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_70,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_68,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_71,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_69,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_72,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_70,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_73,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_71,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_74,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_72,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_75,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_73,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_76,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_74,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_77,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_75,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_78,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_79,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_76,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_80,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_77,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_81,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_78,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_82,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_79,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_83,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_80,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_84,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_81,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_85,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_82,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_86,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_83,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_87,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_84,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_88,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_85,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_89,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_86,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_90,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_87,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_91,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_92,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_88,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_93,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_89,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_94,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_90,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_95,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_91,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_96,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_92,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_97,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_93,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_98,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_94,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_99,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_95,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_100,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_101,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_96,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_102,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_97,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_103,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_98,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_104,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_99,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_105,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_100,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_106,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_101,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_107,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_102,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_108,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_103,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_109,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_104,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_110,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_105,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_111,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_112,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_106,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_113,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_107,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_114,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_108,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_115,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_109,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_116,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_117,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_110,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_118,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_111,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_119,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_112,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_120,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_113,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_121,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_114,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_122,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_123,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_115,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_124,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_116,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_125,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_117,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_126,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_118,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_127,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_119,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_128,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_120,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_129,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_121,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_130,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_122,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_131,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_123,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_132,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_124,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_133,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_125,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_134,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_126,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_135,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_127,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_136,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_128,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_137,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_129,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_138,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_130,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_139,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_131,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_140,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_132,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_141,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_133,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_142,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_134,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_143,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_135,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_144,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_136,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_145,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_137,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_146,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_138,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_147,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_139,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_148,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_140,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_149,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_141,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_150,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_151,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_142,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_152,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_143,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_153,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_144,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_154,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_145,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_155,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_146,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_156,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_147,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_157,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_148,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_158,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_149,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_159,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_150,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_160,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_151,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_161,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_152,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_162,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_153,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_163,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_154,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_164,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_155,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_165,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_156,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_166,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_157,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_167,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_158,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_168,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_159,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_169,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_160,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_170,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_161,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_171,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_162,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_172,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_163,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_173,Albolote,,2,1,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_174,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_164,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_175,Albolote,,2,1,1,1
L1,L1NavJueves305,IDAL1NavJueves305_165,Armilla,,1,0,1,1
L1,L1NavJueves305,VUELTAL1NavJueves305_176,Albolote,,2,1,1,1
L1,L1NavLaborable300,IDAL1NavLaborable300_1,Armilla,,1,0,1,1
L1,L1NavLaborable300,VUELTAL1NavLaborable300_1,Albolote,,2,1,1,1
L1,L1NavLaborable301,IDAL1NavLaborable301_2,Armilla,,1,0,1,1
L1,L1NavLaborable301,VUELTAL1NavLaborable301_2,Albolote,,2,1,1,1
L1,L1NavLaborable302,IDAL1NavLaborable302_3,Armilla,,1,0,1,1
L1,L1NavLaborable302,VUELTAL1NavLaborable302_3,Albolote,,2,1,1,1
L1,L1NavLaborable303,IDAL1NavLaborable303_4,Armilla,,1,0,1,1
