trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
41bf9f01-8dc7-4c6a-80eb-d8af71bb222e,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
b745f0da-8bff-4a3c-b59d-9ce34271b853,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
62621e2d-dc09-424b-8e44-cd6eab28924a,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
b4a14658-bbb3-480f-9942-e90c24bac0d2,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
598adcdc-cf2e-40dd-8e6b-b8fc8714f98f,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
5a50484c-e5d9-4b00-afea-ba9e4ffb5aa8,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
f21ee7b6-dbee-469c-8bc9-37122e80ed74,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
dabf5523-784d-468a-b984-e380b324e51d,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
ba3eac7f-2045-4934-b398-387fe07cebef,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
882ef327-2e41-42c9-8b4c-2388a84770fb,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
5c5544cf-20d2-49e9-af17-529096958692,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
c8afc3b7-baa9-41b4-b4e9-ff3a1379ab40,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Caleta,,0,,48e53e1d-7d61-4829-8c77-c0d6c5450ea1,
3f2d2470-7968-4250-906c-087169132365,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
