id,nombre
1216,"Cuesta del Caidero 15"
1217,"Sancho Panza 3"
1218,"José Mª Carulla 29"
1220,"Cno. Bajo de Huétor 146"
1221,"Pinos Genil"
1222,"Puente de la Duquesa 1 I"
1223,"Puente de la Duquesa 2 I"
1224,"Cerro del Oro 1 I"
1225,"Cerro del Oro 2 I"
1226,"Cerro del Oro 3 I"
1227,"Calle Luciano 1 I"
1228,"Calle Luciano 2 I"
1229,"Calle Luciano 3 I"
1230,"Calle Nerea Riquell I"
1231,"Calle Vista Blanca 1 I"
1232,"Calle Vista Blanca 2 I"
1233,"Av. Sierra Nevada 138"
1234,"Calle Vista Blanca 3 I"
1235,"Puente de la Duquesa 2 V"
1236,"Hotel Bella Maria V"
1237,"Puente de la Duquesa 1 V"
1238,"Pagés-Centro Día Mayores Albaicín"
1239,"Pagés 16"
1240,"Cuesta de San Antonio 25"
1241,"Real de Cartuja 42"
1242,"Cristo de la Yedra 19"
1243,"Pedro Temboury 15"
1244,"Pedro Temboury 18"
1245," Primavera 24"
1246,"Primavera 18"
1247,"Arquitecto García Paredes"
1248,"Sancho Panza 17"
1249,"Luis Miranda Dávalos 93"
1250,"Juan Pablo II"
1251,"El Pinar 5"
1252,"Cno. Viejo del Fargue"
1253,"Cno. Viejo del Fargue 21"
1254,"Avda. Fuente Nueva"
1255,"Camino de los Tramposos 2"
1256,"Camino de los Tramposos 3"
1257,"Los Llanos"
1258,"Calle Bolivia Nº 16"
1259,"Camino de Gabia 1"
1260,"Camino de Gabia 2"
1261,"Camino de Gabia 3"
1262,"Camino de Gabia 4"
1263,"Camino de Gabia 5"
1264,"Camino de Gabia 6"
1265,"Felix Rodriguez de la Fuente 2"
1266,"Infanta Elena Nº2"
1267,"Doctor Flemin 1"
1268,"Doctor Flemin 2"
1269,"Severo Ochoa 1"
1270,"Severo Ochoa 2"
1271,"Camino de Gabia 7"
1272,"Camino de Gabia 8"
1273,"Camino de Gabia 9"
1274,"Camino del Encantado 1"
1275,"Camino del Encantado 2"
1276,"Camino del Encantado 3"
1277,"Calle de las Cruces 1"
1278,"Calle Solana"
1279,"Calle las Cruces 2"
1280,"Calle Claudio Coello 1"
1281,"Calle Claudio Coello 2"
1282,"Calle Soralla"
1283,"Instituto"
1284,"Cab. Plaza Pradollano"
1285,"A"
1286,"Fuente Alta ida"
1288,"Telefonica (Rotonda) ida"
1289,"Centro de alto Rendimiento"
1290,"Aparcamiento los Peñones"
1291,"Cruce Aparcamiento ida"
1292,"Hoya de la Mora"
1293,"Albergue Universitario"
1294,"Cruce Aparcamiento vuelta"
1295,"Edificio Montaire"
1296,"Alojasur (Apartamentos)"
1297,"Telefonica (Rotonda) vuelta"
1298,"Residencia Tiempo Libre"
1299,"Ruta del Veleta"
1300,"Hotel Nevasur"
1301,"P"
1302,"Vial 2 vuelta"
1303,"Fuente Alta vuelta"
1304,"Aparcamiento Km. 31"
1305,"Acabana (Suspiro del Moro)"
1306,"Ayuntamiento Otura"
1307,"Avda Suspiro del Moro Nº 16"
1308,"Avda Suspiro del Moro Nº 2"
1309,"Urbanización Viña del Rey"
1310,"Calle Condado de Huelva"
1311,"Calle Iznajar(Junto Buzon Correos)"
1312,"Entrada Urbanización Suspiro del Moro"
1313,"Avda Suspiro del Moro (Cuesta Barranco)"
1314,"Plaza de las Piramides"
1315,"Radio Otura FM"
1316,"Calle Keops (Deposito del Agua)"
1317,"Urbanización Santa Clara"
1318,"Calle de los Almendros Nº 13"
1319,"Avda de los Almendros (Esq. Avellano)"
1320,"Acabana (Molino Alto)"
1321,"Urbanización Nueva Otura"
1322,"Calle Adelfa Nº 59"
1323,"Calle Zarzamora Nº 51"
1324,"Cortijo de la Luz"
1325,"Calle Olmo Nº 16"
1326,"Calle Yedra Nº 10"
1327,"Calle Monaita (Rotonda Mexuar)"
1328,"Entrada Urbación los Alijares"
1329,"Urbanización los Almendros"
1330,"Urbanización lo Girasoles"
1331,"Entrada Urbanización las Viñas"
1332,"Calle Sancho Panza (Esq. Aldonza)"
1333,"Calle Molino Alto Nº 19"
1334,"Molino Alto"
1335,"Entrada Urbanización Molino Alto"
1336,"Urbanización los Angeles"
1337,"Ribera del Beiro 32"
1338,"Ribera del Beiro"
1339,"Ribera del Beiro 43"
1340,"Ribera del Beiro 25"
1341,"Edificio Montaire"
1342,"Las Tuyas"
1343,"Hotel Kenia"
1344,"Santo Tomas de Villanueva 1"
1345,"Santo Tomas de Villanueva 2"
1346,"Ramon y Cajal 1"
1347,"Plaza de la Ilusión"
1348,"Calle Berchules 1"
1349,"Calle Berchules 2"
1350,"Calle Ramon y Cajal 2"
1351,"Jesús y María 13"
1352,"Jesús y María 1"
1353,"Acera de San Ildefonso 12"
1354,"Carril de San Cecilio 2"
1355,"Campo del Príncipe 3"
1356,"Cuesta del Realejo 1"
1357,"Severo Ochoa"
1358,"Cno de las Conejeras"
1359,"Edificio Galatino"
1360,"P"
1361,"Cuesta del Caidero 9"
1362,"Cuesta del Caidero 2"
1363,"Cno Conejeras 1 Bis"
1364,"Bda Bobadilla"
1365,"Ctra. Málaga 203"
1366,"Pagés 33"
1367,"Carril de San Agustín 14"
